id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
5893,Dyn-Xe (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,1,"2009, September",2009
5894,Joatt (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,1,"2000, July",2000
5895,Phinea (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2010, January",2010
5896,Antinus (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2009, August",2009
5897,Gennes (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2008, February",2008
5898,James Wright (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2004, August",2004
5899,Koenraad Von Grimm (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"2003, October",2003
5900,Norman the Doorman (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1992, September",1992
5901,Jewelius Blak (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1988, March",1988
5902,Gan-M (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1987, December",1987
5903,"Henry Heywood, Jr. (New Earth)",Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1984, December",1984
5904,Charlotte West (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1978, February",1978
5905,Michael Wheeler (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1978, September",1978
5906,Clyde Mardon (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1960, January",1960
5907,Druu (New Earth),Public Identity,Good Characters,Unknown or None,Green Hair,Living Characters,1,"1994, October",1994
5908,Glyn Droilx (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,1,"2010, November",2010
5909,Audrey Lee (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,1,"1999, May",1999
5910,Mary Harper (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Deceased Characters,1,"1994, November",1994
5911,Doctor Aikens (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,1,"1987, June",1987
5912,Han-T (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,1,"1987, December",1987
5913,Isabel Glenn (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"2010, January",2010
5914,Agrippe (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"2008, March",2008
5915,Jake Olsen (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"1990, January",1990
5916,Tyr-N (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Deceased Characters,1,"1989, May",1989
5917,Phyllis Baker (New Earth),Public Identity,Good Characters,Unknown or None,Strawberry Blond Hair,Living Characters,1,"1992, April",1992
5918,Horus (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, March",2007
5919,Summer Gleeson (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2002, November",2002
5920,Andrea Martinez (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1997, October",1997
5921,Tarant (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1996, August",1996
5922,Epernix (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1993, August",1993
5923,Rayyana (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1993, August",1993
5924,Tuprolix (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1993, August",1993
5925,Dannel (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1990, April",1990
5926,Fatima (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1990, July",1990
5927,Lazer (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1990, August",1990
5928,Mara II (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1990, April",1990
5929,Beau Tyler (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1989, March",1989
5930,Kradlock (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1989, April",1989
5931,Jan-L (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, February",1988
5932,Nara (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, February",1988
5933,Susan Lawton (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, November",1988
5934,Zan-R (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, February",1988
5935,Branwilla (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1987, November",1987
5936,Theodore Roosevelt (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1987, October",1987
5937,Galte-Re (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1983, January",1983
5938,Lyndon Johnson (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1967, January",1967
5939,Kay (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1946, August",1946
5940,Carnie Callahan (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1944, May",1944
5941,Zevonn Parzzx (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,1,"2008, October",2008
5942,Silas Kent (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Deceased Characters,1,"1997, August",1997
5943,Zifor (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Deceased Characters,1,"1992, December",1992
5944,James Kim (New Earth),Public Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,1,"2011, February",2011
5945,Eve Teschmacher (New Earth),Public Identity,Neutral Characters,Unknown or None,Brown Hair,Living Characters,1,"2000, January",2000
5946,Zbigniew X (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, April",2006
5947,Martian Womanhunter (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,1,"1992, September",1992
5948,Monmouth (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,1,"1989, May",1989
5949,Adrian Zapruder (New Earth),Public Identity,Neutral Characters,Unknown or None,White Hair,Living Characters,1,"1995, March",1995
5950,Elaine Curry (New Earth),Public Identity,Unknown or None,Unknown or None,Unknown or None,Deceased Characters,1,"2006, May",2006
5951,Suli (New Earth),Public Identity,Unknown or None,Unknown or None,Unknown or None,Deceased Characters,1,"1989, September",1989
5952,Hildy Park (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,1,"1978, November",1978
5953,Randall Stagg (New Earth),Public Identity,Unknown or None,Unknown or None,Blond Hair,Living Characters,1,"1972, October",1972
5954,Scott Scanlon (New Earth),Public Identity,Unknown or None,Unknown or None,Blond Hair,Living Characters,1,"1938, June",1938
5955,Eric Trautmann (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"2006, October",2006
5956,Max Tuefeld (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"2001, November",2001
5957,Aimee DeWitt (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"1997, July",1997
5958,Elizabeth Harkness (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Deceased Characters,1,"1990, August",1990
5959,Doctor Peterson (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"1987, June",1987
5960,Materna Minnx (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,,
5961,Jerrie Rathaway (New Earth),Public Identity,Unknown or None,Unknown or None,Red Hair,Living Characters,1,"1989, November",1989
5962,Doctor Cummings (New Earth),Public Identity,Unknown or None,Unknown or None,Red Hair,Living Characters,1,"1987, June",1987
5963,Paul Proch (New Earth),Public Identity,Unknown or None,Unknown or None,White Hair,Living Characters,1,"2003, July",2003
5964,Black Spider IV (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2011, July",2011
5965,Ace of Spades VI (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2008, December",2008
5966,Bizarro Robin (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2007, December",2007
5967,Purple Pilgrim (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2005, September",2005
5968,Kittyhawk (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2000, March",2000
5969,Napalm II (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2000, March",2000
5970,AWOL (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1997, March",1997
5971,Ace of Clubs (Arcana) (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1996, August",1996
5972,Lighter Man (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1995, April",1995
5973,Blowout (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1994, December",1994
5974,Wildman (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1994, February",1994
5975,Misanthrope (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1988, August",1988
5976,Skid Row Slasher (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1987, September",1987
5977,Spear (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1983, August",1983
5978,Sky Raider (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1981, October",1981
5979,Supreme One (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1966, April",1966
5980,Otto Fisher (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1965, March",1965
5981,Orphan (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2011, August",2011
5982,Yo-Yo (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2011, July",2011
5983,Stake (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,1,"2010, June",2010
5984,Blockbuster IV (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2009, August",2009
5985,Bizarro Green Arrow (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2007, December",2007
5986,Bizarro Toyman (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2007, November",2007
5987,Vitaman (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2006, May",2006
5988,Lagomorph (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2005, October",2005
5989,Bitter Ruth (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1999, July",1999
5990,Pom Pom Girl (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1998, May",1998
5991,Ace of Spades (Arcana) (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,1,"1995, July",1995
5992,Mainframe (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1991, April",1991
5993,Hurricane (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1988, July",1988
5994,N-Emy (New Earth),Secret Identity,Bad Characters,Unknown or None,Blue Hair,Deceased Characters,1,"2009, August",2009
5995,Morris Major (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2011, January",2011
5996,Big Don Drummond (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2009, August",2009
5997,Vial (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2009, October",2009
5998,White Star (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2008, January",2008
5999,Strongarm (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2007, January",2007
6000,Samuel Benjamin (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2005, August",2005
6001,Mourn II (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2003, February",2003
6002,Bookworm III (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1998, May",1998
6003,Crackle (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1998, May",1998
6004,Ace of Diamonds (Arcana) (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1996, August",1996
6005,Chillblaine II (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1994, March",1994
6006,Daniel Paoulo (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1994, May",1994
6007,Codpiece (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1993, September",1993
6008,Chillblaine I (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,1992,1992
6009,Hydra (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1988, July",1988
6010,Red-Eye (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1985, December",1985
6011,K-9 (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1981, September",1981
6012,Toymaster (Earth-One),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1967, September",1967
6013,Ace of Hearts (Arcana) (New Earth),Secret Identity,Bad Characters,Unknown or None,Grey Hair,Deceased Characters,1,"1996, August",1996
6014,Nicholas Pierce (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,1,"2011, October",2011
6015,Sparkplug (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,1,"2006, November",2006
6016,Dartagnan (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,1,"1999, July",1999
6017,Doctor Omega (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,1,"1999, July",1999
6018,Andrew McFee (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,1,"1997, October",1997
6019,Ironbolt (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,1,"1996, April",1996
6020,Typhoon (O.G.R.E.) (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Living Characters,1,"1966, April",1966
6021,Springheeled Jack (Prime Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2013, October",2013
6022,Napalm (Prime Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2012, June",2012
6023,Backslash (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, June",2011
6024,Bayfrentos (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6025,Hooded Hoodie (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6026,Jabberwock (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, September",2011
6027,Mad Hat Harry (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, March",2011
6028,Cornwall Boy (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6029,Diesel (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, February",2010
6030,Hide (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2010, June",2010
6031,Luftwaffe (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, November",2010
6032,Steven Frank (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, July",2010
6033,Stone Cold Luke (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6034,Two-Ton Ted (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6035,Boneblaster (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2009, August",2009
6036,Regulator II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2009, July",2009
6037,Gas Chamber (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, December",2007
6038,Impulse (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, April",2007
6039,Master Task (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, December",2007
6040,Rebel II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, February",2007
6041,Seducer (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2007, December",2007
6042,Thunderer II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2007, December",2007
6043,Wicker Man (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, February",2006
6044,Boy Blue (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2005, April",2005
6045,Flex III (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2005, November",2005
6046,Little B.U.D.D.Y. (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2005, November",2005
6047,Thought Terror (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2005, June",2005
6048,Steel Fang (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2004, January",2004
6049,Bloque (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2002, May",2002
6050,Larvanaut (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2002, January",2002
6051,Putty (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2002, January",2002
6052,Warjack (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2001, December",2001
6053,Girth (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, March",2000
6054,Gualicho (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, September",2000
6055,Skeleton (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, April",2000
6056,Tengu II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, August",2000
6057,Crazytop (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1999, January",1999
6058,Cybersaw (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1999, July",1999
6059,Deadfall II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1999, July",1999
6060,Hearse (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1999, July",1999
6061,Adder (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1998, July",1998
6062,Radiant II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1998, May",1998
6063,Thaddeus Hoskins (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1998, December",1998
6064,Bloodtype (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1996, August",1996
6065,Mink (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1996, April",1996
6066,Panzer (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1996, April",1996
6067,Wardog (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1996, January",1996
6068,Adrian Wentworth (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1995, December",1995
6069,Doctor Spectron (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1995, November",1995
6070,Killrok (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1995, June",1995
6071,Hotspot (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1994, September",1994
6072,Ohm (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1994, May",1994
6073,Quake (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1994, September",1994
6074,Hardknox (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1993, December",1993
6075,Nicodemus (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1992, July",1992
6076,Electrocutioner II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1991, February",1991
6077,Shadowy Mister Evans (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1991, September",1991
6078,Veil (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1989, January",1989
6079,Fist of Allah (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, March",1988
6080,Jackal I (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, March",1988
6081,Killerwatt (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1988, February",1988
6082,Pyro (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1988, July",1988
6083,Razorback (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1988, February",1988
6084,Slash (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,1988,1988
6085,Warhead (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1988, February",1988
6086,Gary Johnson (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1983, August",1983
6087,Scorcher I (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1983, August",1983
6088,Tanker (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1983, August",1983
6089,Marionette (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1982, January",1982
6090,Bounty Hunter (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1981, August",1981
6091,Hans Metis (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1981, June",1981
6092,Ice King (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1981, September",1981
6093,Wildebeest I (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,1,"1981, July",1981
6094,Cricket (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,1,"2011, September",2011
6095,Shadower II (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,1,"2002, November",2002
6096,Muse (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,1,1988,1988
6097,Brand (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,1,"1983, November",1983
6098,Windrider (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,1,"1983, February",1983
6099,Auctioneer II (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,1,,
6100,Mister Unknown (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,1,"2011, January",2011
6101,King Billy (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"2009, August",2009
6102,E.S. Pete (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"2006, October",2006
6103,Honest Abe (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"2006, September",2006
6104,Muhammad X (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"2002, April",2002
6105,Mister Action (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,1,"1998, July",1998
6106,Song Bird (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,1,"1998, July",1998
6107,Myst (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"1996, August",1996
6108,Indigo (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"1995, July",1995
6109,Michael Wasco (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,1,1993,1993
6110,Arsala (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"1990, October",1990
6111,Chlorino (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"1989, July",1989
6112,Sunburst IV (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,1,"1989, September",1989
6113,Margaux de Mortain (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,1,"2008, February",2008
6114,Retro (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,1,"1998, February",1998
6115,Jake Tyler (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,1,"1988, August",1988
6116,Ernie II (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"2011, January",2011
6117,Paul F. Burrows (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,1,"2010, March",2010
6118,Card Queen (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,1,"1989, July",1989
6119,Coalface (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"2010, December",2010
6120,Thumbelina (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"2006, April",2006
6121,Scratch (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"2004, August",2004
6122,Buckeye (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Deceased Characters,1,"2002, May",2002
6123,Sonarr (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"1992, September",1992
6124,Ms. Terrific (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"1989, July",1989
6125,Doc Scary (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,1,"1976, January",1976
